problem_id,content,option,answer,score,type,typetext,location,context_id,exercise_id,language
Pm_290051,在Word 2010中，用快捷键退出Word的最快方法是(   )。,"{'A': 'Alt+F4', 'B': 'Alt+F5', 'C': 'C Ctrl+F4', 'D': 'D Alt+Shift'}","[""A""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290052,"Word 2010的""文件""选项卡下的“最近所用文件”选项所对应的文件是(   )。","{'A': '当前被操作的文件', 'B': '当前已经打开的Word文件', 'C': '最近被操作过的word文件', 'D': '扩展名是.docx的所有文件'}","[""C""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290053,在Word 2010编辑状态中，能设定文档行间距的功能按钮是位于(    )中。,"{'A': '“文件”选项卡', 'B': '“页面布局”选项卡', 'C': '插入”选项卡', 'D': '“开始”选项卡'}","[""D""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290054,在Word编辑时，文字下面有红色波浪下划线表示（   ）。,"{'A': '已修改过的文档', 'B': '对输入的确认', 'C': '可能是拼写错误', 'D': '可能的语法错误'}","[""C""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290055,下列哪种情况下无需切换至页面视图下（   ）。,"{'A': '设置文本格式', 'B': '编辑页眉', 'C': '插入文本框', 'D': '显示分栏结果'}","[""A""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290056,给每位家长发送一份《期末成绩通知单》，用（  ）命令最简便。,"{'A': '复制', 'B': '信封', 'C': '标签', 'D': '邮件合并'}","[""D""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290057,在“页眉设置”对话框中不能设置（   ）。,"{'A': '纸张大小', 'B': '页边距', 'C': '打印范围', 'D': '正文横排或竖排'}","[""C""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290058,在Word 2010中编辑文档时，为了使文档更清晰，可以对页眉页脚进行编辑，如输入时间、日期、页码、文字等，但要注意的是页眉页脚只允许在(   )中使用。,"{'A': '页面视图', 'B': '草稿视图', 'C': '大纲视图', 'D': '以上都不对'}","[""A""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290059,“插入艺术字”按钮位于（   ）组中。,"{'A': '常用', 'B': '文本', 'C': '绘图', 'D': '窗体'}","[""B""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290060,下面关于页眉和页脚的叙述中错误的是（   ）。,"{'A': '一般情况下，页眉和页脚适用于整个文档', 'B': '奇数页和偶数页可以有不同的页眉和页脚', 'C': '在页眉和页脚中可以设置页码', 'D': '首页不能设置页眉和页脚'}","[""D""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290061,在输入Word 2010文档过程中，为了防止意外而不使文档丢失，Word 2010设置了自动保存功能，欲使自动保存时间间隔为10分钟，应依次进行的一组操作是(    )。,"{'A': '选择“文件”→“选项”→“保存”,再设置自动保存时间间隔', 'B': '按Ctrl+S键', 'C': '选择“文件”→“保存”命令', 'D': '以上都不对'}","[""A""]",1.0,1,单选题,4.2,"[6292135, 6292143, 6292150]",Ex_223607,Chinese
Pm_290062,在word中要对某一单元格进行拆分，应执行（）操作,"{'A': '“插入”菜单中的“拆分单元格”命令', 'B': 'B“格式”菜单中“拆分单元格”命令', 'C': 'C .“工具”菜单中的“拆分单元格”命令', 'D': '“表格”菜单中“拆分单元格”命令'}","[""D""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290063,在表格中可以像对待其他文本一样，（）格式化每个单元格里的文本。,"{'A': '通过单击常用工具栏上的按钮或选择菜单命令', 'B': '通过单击格式工具栏上的按钮', 'C': '通过单击字体工具栏上的按钮', 'D': '通过单击表格与边框工具栏上的按钮'}","[""B""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290064,在表格里编辑文本时，选择整个一行或一列以后，（）就能删除其中的所有文本,"{'A': '按空格键', 'B': '按Ctrl十Tab键', 'C': '单击Cut按钮', 'D': '按Del键'}","[""D""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290065,当插入点在表的最后一行最后一单元格时，按Tab键，将（）：,"{'A': '在同一单元格里建立一个文本新行', 'B': '产生一个新列', 'C': '将插入点移到新的一行的第一个单元格', 'D': '将插入点移到第一行的第一个单元格'}","[""C""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290066,要在表格里的右侧增加一列，首先选择表右侧的所有行结束标记，然后单击常用工具上的（）按钮。,"{'A': '插入行', 'B': '插入列', 'C': '增加行', 'D': '增加列'}","[""B""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290067,在Word文档中，插入表格的操作时，以下哪种说法正确________。,"{'A': '可以调整每列的宽度，但不能调整高度', 'B': '可以调整每行和列的宽度和高度，但不能随意修改表格线', 'C': '不能划斜线', 'D': '以上都不对'}","[""D""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290068,在Word 2010中，通过“表格”菜单中的“公式”命令，选择所需的函数对表格单元格的内容进行统计，以下叙述________是正确的。,"{'A': '当被统计的数据改变时，统计的结果不会自动更新', 'B': '当被统计的数据改变时，统计的结果会自动更新', 'C': '当被统计的数据改变时，统计的结果根据操作者决定是否更新', 'D': '以上叙述均不正确'}","[""B""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290069,在Word表格中，欲对统计函数(如平均、最大、和等)的值有效排序，应选择排序的类型是________。,"{'A': '按“笔画”排序', 'B': '按“数字”排序', 'C': '按“日期”排序', 'D': '以上均不行'}","[""B""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290070,在Word的编辑状态，建立了4行4列的表格，除第4行与第4列相交的单元格以外各单元格内均有数字，当插入点移到该单元格内后进行“公式”操作，则________。,"{'A': '可以计算出列或行中数字的和', 'B': '仅能计算出第4列中数字的和', 'C': '仅能计算出第4行中数字的和', 'D': '不能计算数字的和'}","[""A""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290071,在word中，对表格添加边框应执行（）操作。,"{'A': 'Ａ“格式”菜单中的“边框和底纹”对话框中的“边框”标签项。', 'B': 'Ｂ“表格”菜单中的“边框和底纹”对话框中的“边框”标签项。', 'C': 'Ｃ“工具”菜单中的“边框和底纹”对话框中的“边框”标签项。', 'D': 'Ｄ“插入‘菜单中的”边框和底纹“对话框中的”边框“标签项。'}","[""A""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290072,要删除单元格正确的是(),"{'A': '选中要删除的单元格,按DEL键', 'B': '选中要删除的单元格,按剪切按钮.', 'C': '选中要删除的单元格,使用shift+del', 'D': '选中要删除的单元格,使用右键的‘删除单元格’'}","[""D""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290073,在word中要删除表格中的某单元格，应执行（）操作,"{'A': '选定所要删除的单元格选择“表格”菜单中的“删除单元格”命令', 'B': '选定所要删除的单元格所在的列，选择“表格”菜单中的“删除行”命令', 'C': '选定删除的单元格所在列，选择“表格”菜单中“删除列”命令', 'D': '选定所在删除的单元格，选择“表格”菜单中的“单元格高度和宽度”命令'}","[""A""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290074,在word中，将表格数据排序应执行（）操作,"{'A': 'A  “表格”菜单中的“排序”命令', 'B': 'B  “工具”菜单中的“排序”命令', 'C': 'C  “表格”菜单中的“公式”命令', 'D': 'Ｄ  “工具”菜单中的“公式”命令'}","[""A""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290075,在word若要删除表格中的某单元格所在行，则应选择“删除单元格”对话框中（）,"{'A': 'Ａ右侧单元格左移', 'B': 'B下方单元格上移', 'C': 'C整行删除', 'D': 'Ｄ整列删除'}","[""C""]",1.0,1,单选题,4.4,"[6292135, 6292143, 6292150]",Ex_223608,Chinese
Pm_290076,在Word 2010编辑状态下，绘制文本框命令按钮所在的选项卡是()。,"{'A': '""引用""', 'B': '""插入""', 'C': '""开始""', 'D': '""视图""'}","[""B""]",1.0,1,单选题,4.6,"[6292135, 6292143, 6292150]",Ex_223609,Chinese
Pm_290077,在Word 2010的编辑状态下，若要进行字体效果设置（如设置文字三维效果等），首先应打开( )。,"{'A': '""剪贴板""窗格', 'B': '""段落""对话框', 'C': '""字体""对话框', 'D': '""样式""窗格'}","[""C""]",1.0,1,单选题,4.6,"[6292135, 6292143, 6292150]",Ex_223609,Chinese
Pm_290078,"与选择普通文本不同,单击艺术字时,选中( )","{'A': '艺术字整体', 'B': '一部分艺术字', 'C': '文档中所有插入的艺术字', 'D': '一部分艺术字'}","[""A""]",1.0,1,单选题,4.6,"[6292135, 6292143, 6292150]",Ex_223609,Chinese
Pm_290079,在Word 2010中，可以把预先定义好的多种格式的集合全部应用在选定的文字上的特殊文档称为( )。,"{'A': '母板', 'B': '项目符号', 'C': '样式', 'D': '格式'}","[""C""]",1.0,1,单选题,4.6,"[6292135, 6292143, 6292150]",Ex_223609,Chinese
Pm_290080,在Word 2010编辑状态下，要将另一文档的内容全部添加在当前文档的当前光标处，应选择的操作是依次单击( )。,"{'A': '“文件”选项卡和“打开”项', 'B': '“文件”选项卡和“新建”项', 'C': '“插入”选项卡和“对象”命令按钮', 'D': '“文件”选项卡和“超链接”命令按钮'}","[""C""]",1.0,1,单选题,4.6,"[6292135, 6292143, 6292150]",Ex_223609,Chinese
Pm_290081,Word 2010文档的默认扩展名为()。,"{'A': 'txt', 'B': 'doc', 'C': 'docx', 'D': 'jpg'}","[""C""]",1.0,1,单选题,4.6,"[6292135, 6292143, 6292150]",Ex_223609,Chinese
Pm_290082,根据文件的扩展名，下列文件属于Word 2010文档的是()。,"{'A': 'text.wav', 'B': 'text.txt', 'C': 'text.png', 'D': 'text.docx'}","[""D""]",1.0,1,单选题,4.6,"[6292135, 6292143, 6292150]",Ex_223609,Chinese
Pm_290083,在Word 2010中，要新建文档，其第一步操作应该选择()选项卡。,"{'A': '""视图""', 'B': '""开始""', 'C': '""插入""', 'D': '""文件""'}","[""D""]",1.0,1,单选题,4.6,"[6292135, 6292143, 6292150]",Ex_223609,Chinese
Pm_290084,"Word 2010的""文件""选项卡下的""最近所用文件""选项所对应的文件是( )。","{'A': '当前被操作的文件', 'B': '当前已经打开的Word文件', 'C': '最近被操作过的word文件', 'D': '扩展名是.docx的所有文件'}","[""C""]",1.0,1,单选题,4.6,"[6292135, 6292143, 6292150]",Ex_223609,Chinese
Pm_290085,Word具有的功能是( )。,"{'A': '表格处理', 'B': '绘制图形', 'C': '自动更正', 'D': '以上三项都是'}","[""D""]",1.0,1,单选题,4.6,"[6292135, 6292143, 6292150]",Ex_223609,Chinese
Pm_290086,要在Word 2010文档中创建表格，应使用的选项卡是( ) 。,"{'A': '""开始""', 'B': '""插入""', 'C': '""页面布局""', 'D': '""视图""'}","[""B""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290087,在Word 2010中，单击“插入”选项卡下的“表格”按钮，然后选择“插入表格”命令，则( )。,"{'A': '只能选择行数', 'B': '只能选择列数', 'C': '可以选择行数和列数', 'D': '只能使用表格设定的默认值'}","[""C""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290088,在Word 2010中，如果插入表格的内外框线是虚线，假如光标在表格中（此时会自动出现“表格工具”项，其中有“设计和布局”选项卡），要想将框线变为实线，应使用的命令（按钮）是( )。,"{'A': '“开始”选项卡的“更改样式”', 'B': '“设计”选项卡下“边框”下拉列表中“边框和底纹”', 'C': '“插入”选项卡的“形状”', 'D': '以上都不对'}","[""B""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290089,可以在Word 2010表格中填入的信息()。,"{'A': '只限于文字形式', 'B': '只限于数字形式', 'C': '可以是文字、数字和图形对象等', 'D': '只限于文字和数字形式'}","[""C""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290090,在Word 2010中，表格和文本是可以互相转换的，有关它的操作，不正确的是( )。,"{'A': '文本能转换成表格', 'B': '表格能转换成文本', 'C': '文本与表格可以相互转换', 'D': '文本与表格不能相互转换'}","[""D""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290091,在Word 2010编辑状态下，绘制文本框命令按钮所在的选项卡是()。,"{'A': '""引用""', 'B': '""插入""', 'C': '""开始""', 'D': '""视图""'}","[""B""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290092,在Word 2010的编辑状态下，若要进行字体效果设置（如设置文字三维效果等），首先应打开( )。,"{'A': '""剪贴板""窗格', 'B': '""段落""对话框', 'C': '""字体""对话框', 'D': '""样式""窗格'}","[""C""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290093,"与选择普通文本不同,单击艺术字时,选中( )","{'A': '艺术字整体', 'B': '一部分艺术字', 'C': '文档中所有插入的艺术字', 'D': '一部分艺术字'}","[""A""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290094,在Word 2010中，可以把预先定义好的多种格式的集合全部应用在选定的文字上的特殊文档称为( )。,"{'A': '母板', 'B': '项目符号', 'C': '样式', 'D': '格式'}","[""C""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290095,对于Word 2010中表格的叙述，正确的是()。,"{'A': '表格中的数据不能进行公式计算', 'B': '表格中的文本只能垂直居中', 'C': '可对表格中的数据排序', 'D': '只能在表格的外框画粗线'}","[""C""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290096,在Word 2010中，“段落”格式设置中不包括设置()。,"{'A': '首行缩进', 'B': '对齐方式', 'C': '段间距', 'D': '字符间距'}","[""D""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290097,在Word 2010编辑状态中，如果要设置文档的行间距，在选定文档后，则首先要单击( )选项卡。,"{'A': '""开始""', 'B': '""插入""', 'C': '""页面布局""', 'D': '""视图""'}","[""A""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290098,"在Word 2010的编辑状态，选择了文档全文，若在""段落""对话框中设置行距为20磅的格式，应当选择""行距""列表框中的( )。","{'A': '单倍行距', 'B': '1.5倍行距', 'C': '固定值', 'D': '多倍行距'}","[""C""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290099,在Word 2010中，不缩进段落的第一行，而缩进其余的行，是指()。,"{'A': '首行缩进', 'B': '左缩进', 'C': '悬挂缩进', 'D': '右缩进'}","[""C""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290100,在Word 2010中，下述关于分栏操作的说法，正确的是()。,"{'A': '栏与栏之间不可以设置分隔线', 'B': '任何视图下均可看到分栏效果', 'C': '设置的各栏宽度和间距与页面宽度无关', 'D': '可以将指定的段落分成指定宽度的两栏'}","[""D""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290101,在Word 2010中，设置首字下沉先打开()选项卡，然后在“文本”组中进行。,"{'A': '""插入""', 'B': '""开始""', 'C': '""页面布局""', 'D': '""视图""'}","[""A""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290102,在Word 2010中，选择某段文本，双击格式刷进行格式应用时，格式刷可以使用的次数是( )。,"{'A': '1', 'B': '2', 'C': '有限次', 'D': '无限次'}","[""D""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290103,在Word 2010中，下面关于页眉和页脚的叙述错误的是()。,"{'A': '一般情况下，页眉和页脚适用于整个文档', 'B': '在编辑""页眉与页脚""时可同时插入时间和日期', 'C': '在页眉和页脚中可以设置页码', 'D': '一次可以为每一页设置不同的页眉和页脚'}","[""D""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290104,在Word 2010编辑状态下，页眉和页脚的建立方法相似，都要使用“页眉”或“页脚”命令进行设置。均应首先打开( )。,"{'A': '“插入”选项卡', 'B': '“视图”选项卡', 'C': '“文件”选项卡', 'D': '“开始”选项卡'}","[""A""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290105,在Word编辑状态下，不可以进行的操作是( )。,"{'A': '对选定的段落进行页眉、页脚设置', 'B': '在选定的段落内进行查找、替换', 'C': '对选定的段落进行拼写和语法检查', 'D': '对选定的段落进行字数统计'}","[""A""]",1.0,1,单选题,4.7,"[6292135, 6292143, 6292150]",Ex_223610,Chinese
Pm_290106,Excel中处理并存储数据的基本工作单位叫（ ）。,"{'A': '工作簿', 'B': '工作表', 'C': '单元格', 'D': '活动单元格'}","[""B""]",1.0,1,单选题,5.2,"[6292163, 6292170, 6292179]",Ex_223614,Chinese
Pm_290107,Excel可同时打开的工作簿数量（ ）。,"{'A': '256', 'B': '任意多', 'C': '512', 'D': '受可用内存和系统资源的限制'}","[""D""]",1.0,1,单选题,5.2,"[6292163, 6292170, 6292179]",Ex_223614,Chinese
Pm_290108,全选按钮位于Excel窗口的（ ）。,"{'A': '工具栏中', 'B': '左上角，行号和列标在此相汇', 'C': '编辑栏中', 'D': '底部，状态栏中'}","[""B""]",1.0,1,单选题,5.2,"[6292163, 6292170, 6292179]",Ex_223614,Chinese
Pm_290109,在Excel中，工作簿名称放置在窗口的（ ）中。,"{'A': '标题栏', 'B': '编辑栏', 'C': '活动单元格', 'D': '工作表'}","[""A""]",1.0,1,单选题,5.2,"[6292163, 6292170, 6292179]",Ex_223614,Chinese
Pm_290110,在Excel工作簿中，要同时选择多个不相邻的工作表，可以在按住（ ）键的同时依次单击各个工作表的标签。,"{'A': '【Tab】', 'B': '【Alt】', 'C': '【Shift】', 'D': '【Ctrl】'}","[""D""]",1.0,1,单选题,5.2,"[6292163, 6292170, 6292179]",Ex_223614,Chinese
Pm_290111,关于Excel，在下面的选项中，错误的说法是（ ）。,"{'A': 'Excel是表格处理软件', 'B': 'Excel不具有数据库管理能力', 'C': 'Excel具有报表编辑、分析数据、图表处理、连接及合并等能力', 'D': '在Excel中可以利用宏功能简化操作'}","[""B""]",1.0,1,单选题,5.2,"[6292163, 6292170, 6292179]",Ex_223614,Chinese
Pm_290112,下列操作中，可以删除当前工作表的是（ ）。,"{'A': '单击当前工作表中的任意单元格，再单击工具栏中“剪切”按钮', 'B': '右击任意单元格，从弹出菜单中选“删除”', 'C': '选中任意单元格，再从“编辑”菜单中选“删除”', 'D': '右击工作表标签条中的当前工作表，再从弹出菜单中选“删除”'}","[""D""]",1.0,1,单选题,5.2,"[6292163, 6292170, 6292179]",Ex_223614,Chinese
Pm_290113,Excel中，在单元格中输入数字字符串09915432789(电话号码)时，应输入（ ）。,"{'A': '09915432789', 'B': '""09915432789""', 'C': ""'09915432789"", 'D': ""09915432789'""}","[""C""]",1.0,1,单选题,5.2,"[6292163, 6292170, 6292179]",Ex_223614,Chinese
Pm_290114,在Excel中，正确的说法是（ ）。,"{'A': '工作簿中包含若干个单元格、图标和工作表标签', 'B': '一个Excel文件包含若干个工作簿和工作表', 'C': '工作表是存储和处理数据的基本单元，由若干行和列组成', 'D': '单元格是工作表的最小单位，同一列的单元格的数据类型必须相同'}","[""C""]",1.0,1,单选题,5.2,"[6292163, 6292170, 6292179]",Ex_223614,Chinese
Pm_290115,在Excel中的某个单元格中输入文字，若要文字能自动换行，可利用“设置单元格格式”对话框的（ ）选项卡，选择“自动换行”。,"{'A': '数字', 'B': '对齐', 'C': '图案', 'D': '保护'}","[""B""]",1.0,1,单选题,5.2,"[6292163, 6292170, 6292179]",Ex_223614,Chinese
Pm_290116,在Excel工作表单元格中输入公式=A3*100-B4，则该单元格的值（ ）。,"{'A': '为单元格A3的值乘以100再减去单元格B4的值，该单元格的值不再变化', 'B': '为单元格A3的值乘以100再减去单元格B4的值，该单元格的值将随着单元格A3和B4值的变化而变化', 'C': '为单元格A3的值乘以100再减去单元格B4的值，其中A3、B4分别代表某个变量的值', 'D': '为空，因为该公式非法'}","[""B""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290117,在Excel 中，图表中的图表项（ ）。,"{'A': '不可编辑', 'B': '可以编辑', 'C': '不能移动位置，但可编辑', 'D': '大小可调整，内容不能改'}","[""B""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290118,在对学生成绩表中的数据进行排序时，要求先按小组排序，在同组中再按学号排序，在选择“数据”选项卡，打开“排序”对话框后，考虑选择的主要关键字和次要关键字是（ ）。,"{'A': '自动编号、学号', 'B': '自动编号、小组', 'C': '学号、小组', 'D': '小组、学号'}","[""D""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290119,在Excel 2010中，下列公式不正确的是（ ）。,"{'A': '=C1/D1', 'B': '=OR(C1,D1)', 'C': '=C1*D1', 'D': 'C1*D1'}","[""D""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290120,在Excel 2010中，能够选择和编辑图表中任何对象的是使用（ ）。,"{'A': '图表工具栏', 'B': '绘图工具栏', 'C': '常用工具栏', 'D': '格式工具栏'}","[""A""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290121,在Excel 2010中，所包含的全部筛选方法有（ ）。,"{'A': '手工筛选', 'B': '自定义筛选', 'C': '自动筛选和高级筛选', 'D': '条件筛选'}","[""C""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290122,在Excel 2010中，若需要将工作表中某列上大于某个值的记录挑选出来，应执行数据选项卡中的（ ）。,"{'A': '排列命令', 'B': '筛选命令', 'C': '分类汇总命令', 'D': '合并计算命令'}","[""B""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290123,在Excel函数中SUM(B1:B4)等价于（ ）。,"{'A': 'SUM(B1,B2,B3,B4)', 'B': 'SUM(B1+B4)', 'C': 'COUNT(A1:B4 B1：C4)', 'D': 'SUM(A1:B4 B1：C4)'}","[""A""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290124,在使用单条件排序过程中，用户可以自己设置排序的依据，请问在Excel2010中，以下（ ）不能做为排序依据。,"{'A': '数值', 'B': '单元格颜色', 'C': '字体颜色', 'D': '公式'}","[""D""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290125,工作表A1～A4单元的内容依次是5、10、15、0，B2单元格中的公式是“=A1*2^3”，若将B2单元的公式复制到B3，则B3单元的结果是（ ）。,"{'A': '60', 'B': '80', 'C': '8000', 'D': '以上都不对'}","[""B""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290126,当向Excel工作表单元格输入公式时，使用单元格地址D$2引用D列2行单元格，该单元格的引用称为（ ）。,"{'A': '混合地址引用', 'B': '交叉地址引用', 'C': '相对地址引用', 'D': '绝对地址引用'}","[""A""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290127,"某公式中引用了一组单元格，它们是C3:D6,A2,F2,该公式引用的单元格总数为（ ）。","{'A': '10', 'B': '6', 'C': '8', 'D': '14'}","[""A""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290128,在公式框中输入23+45后，下列说法正确的是（ ）。,"{'A': '相应的活动单元格内立即显示为23', 'B': '相应的活动单元格内立即显示为45', 'C': '相应的活动单元格内立即显示为68', 'D': '相应的活动单元格内立即显示为23+45'}","[""D""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290129,Excel工作簿中既有一般工作表又有图表，当执行“文件”菜单的“保存文件”命令时，则（ ）。,"{'A': '只保存工作表文件', 'B': '保存图表文件', 'C': '分别保存', 'D': '二者作为一个文件保存'}","[""A""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290130,在Excel中，计算一项目的总价值，如果单元格A8中是单价，C8中是数量，则计算公式是（ ）。,"{'A': '+A8×C8', 'B': '=A8*C8', 'C': '＝A8×C8', 'D': 'A8*C8'}","[""B""]",1.0,1,单选题,5.4,"[6292163, 6292170, 6292179]",Ex_223615,Chinese
Pm_290131,在Excel 2010中，进行分类汇总前，必须对数据表中的某个属性进行（ ）。,"{'A': '查找', 'B': '高级筛选', 'C': '排序', 'D': '自动筛选'}","[""C""]",1.0,1,单选题,5.6,"[6292163, 6292170, 6292179]",Ex_223616,Chinese
Pm_290132,数据透视表是一种交互式报表，它可以快速分类汇总，并分析出大量的数据，那么创建数据透视表首先应该执行（ ）。,"{'A': '创建计算字段', 'B': '创建字段列表', 'C': '选择数据源', 'D': '选择图表类型'}","[""C""]",1.0,1,单选题,5.6,"[6292163, 6292170, 6292179]",Ex_223616,Chinese
Pm_290133,分类汇总是将数据清单中数据分门别类的进行统计处理，其中数据清单中必须包含（ ）。,"{'A': '带有标题的列', 'B': '数值型的关键字段', 'C': '公式', 'D': '单元格标号'}","[""A""]",1.0,1,单选题,5.6,"[6292163, 6292170, 6292179]",Ex_223616,Chinese
Pm_290134,已在某工作表的K6单元格输入了9月，再拖动该单元格的填充柄往下移动，请问在K7、K8、K9会依次填入的内容是:（ ）。,"{'A': '10月、11月、12月', 'B': '9月、9月、9月', 'C': '8月、7月、6月', 'D': '根据具体情况才能确定'}","[""A""]",1.0,1,单选题,5.7,"[6292163, 6292170, 6292179]",Ex_223617,Chinese
Pm_290135,关于创建图表，下列说法中错误的是（ ）。,"{'A': '创建图表除了嵌入图表、图表工作表之外，还可手工绘制', 'B': '嵌入图表是将图表与数据同时置于一个工作表内', 'C': '图表工作表与数据分别安排在两个工作表中，故又称为图表工作表', 'D': '图表生成之后，可以对图表类型、图表元素等进行编辑'}","[""A""]",1.0,1,单选题,5.7,"[6292163, 6292170, 6292179]",Ex_223617,Chinese
Pm_290136,Excel中，用来储存并处理工作表数据的文件，称为（ ）。,"{'A': '单元格', 'B': '工作区', 'C': '工作簿', 'D': '工作表'}","[""C""]",1.0,1,单选题,5.7,"[6292163, 6292170, 6292179]",Ex_223617,Chinese
Pm_290137,在Excel公式复制时，为使公式中的（ ），必须使用绝对地址（引用）。,"{'A': '单元格地址随新位置而变化', 'B': '范围随新位置而变化', 'C': '范围不随新位置而变化', 'D': '范围大小随新位置而变化'}","[""C""]",1.0,1,单选题,5.7,"[6292163, 6292170, 6292179]",Ex_223617,Chinese
