c1,c2,ground_truth,text_predict,graph_predict
K_虚拟内存_计算机科学与技术,K_虚拟化技术_计算机科学与技术,1,"[0.03964449092745781, 0.9603555202484131]","[0.013260824605822563, 0.9867391586303711]"
K_执行状态_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.04842691868543625, 0.9515731334686279]","[0.016612689942121506, 0.983387291431427]"
K_逻辑分区_计算机科学与技术,K_虚拟内存_计算机科学与技术,1,"[0.032097309827804565, 0.967902660369873]","[0.01501929946243763, 0.9849807024002075]"
K_指令流_计算机科学与技术,K_重新执行_计算机科学与技术,1,"[0.01728983409702778, 0.9827102422714233]","[0.0044469041749835014, 0.9955531358718872]"
K_段长度_计算机科学与技术,K_编译系统_计算机科学与技术,1,"[0.016229333356022835, 0.9837707281112671]","[0.003329058177769184, 0.9966709017753601]"
K_允许中断_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.012845925986766815, 0.9871541261672974]","[0.002962252823635936, 0.9970377683639526]"
K_中断机制_计算机科学与技术,K_内部中断_计算机科学与技术,1,"[0.01740127243101597, 0.9825987219810486]","[0.009126816876232624, 0.9908732175827026]"
K_准入控制_计算机科学与技术,K_虚拟化技术_计算机科学与技术,1,"[0.02822345681488514, 0.9717764854431152]","[0.007231954485177994, 0.9927680492401123]"
K_存储芯片_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.019105903804302216, 0.9808940887451172]","[0.007521548308432102, 0.9924784302711487]"
K_段表_计算机科学与技术,K_进程调度_计算机科学与技术,1,"[0.007508859038352966, 0.9924911856651306]","[0.008516778238117695, 0.991483211517334]"
K_中断机制_计算机科学与技术,K_缺页_计算机科学与技术,1,"[0.07838038355112076, 0.9216196537017822]","[0.12581908702850342, 0.8741809129714966]"
K_二进制数字_计算机科学与技术,K_允许中断_计算机科学与技术,1,"[0.13406798243522644, 0.8659319877624512]","[0.09811027348041534, 0.9018898010253906]"
K_外部资源_计算机科学与技术,K_中间件_计算机科学与技术,1,"[0.6341598629951477, 0.3658401668071747]","[0.24174991250038147, 0.7582501173019409]"
K_缺页中断_计算机科学与技术,K_文件管理_计算机科学与技术,1,"[0.018094396218657494, 0.9819055795669556]","[0.03090752847492695, 0.9690924286842346]"
K_存储芯片_计算机科学与技术,K_FAT文件系统_计算机科学与技术,1,"[0.01684015803039074, 0.9831598997116089]","[0.0026080466341227293, 0.997391939163208]"
K_处理流程_计算机科学与技术,K_批处理系统_计算机科学与技术,1,"[0.048801206052303314, 0.9511988162994385]","[0.017952878028154373, 0.9820471405982971]"
K_外部中断_计算机科学与技术,K_缺页_计算机科学与技术,1,"[0.047743406146764755, 0.9522565603256226]","[0.08054754137992859, 0.919452428817749]"
K_处理器调度_计算机科学与技术,K_服务系统_计算机科学与技术,1,"[0.04616520553827286, 0.9538347721099854]","[0.01314848568290472, 0.9868515133857727]"
K_活动分区_计算机科学与技术,K_分布式操作系统_计算机科学与技术,1,"[0.03097599744796753, 0.9690240621566772]","[0.005046183243393898, 0.9949538111686707]"
K_存储分配_计算机科学与技术,K_段式存储管理_计算机科学与技术,1,"[0.024182569235563278, 0.9758174419403076]","[0.018344949930906296, 0.9816550612449646]"
K_系统中断_计算机科学与技术,K_中断系统_计算机科学与技术,1,"[0.013651492074131966, 0.9863485097885132]","[0.0030540681909769773, 0.9969459772109985]"
K_虚拟地址空间_计算机科学与技术,K_高速缓存_计算机科学与技术,1,"[0.02790902554988861, 0.9720909595489502]","[0.02463243156671524, 0.9753676056861877]"
K_输出通道_计算机科学与技术,K_数据流分析_计算机科学与技术,1,"[0.07822081446647644, 0.9217791557312012]","[0.03609585016965866, 0.9639041423797607]"
K_中断系统_计算机科学与技术,K_通用操作系统_计算机科学与技术,1,"[0.053821079432964325, 0.9461789131164551]","[0.015113810077309608, 0.9848861694335938]"
K_程序指令_计算机科学与技术,K_服务系统_计算机科学与技术,1,"[0.008124241605401039, 0.9918757677078247]","[0.000637599325273186, 0.9993623495101929]"
K_准入控制_计算机科学与技术,K_互操作_计算机科学与技术,1,"[0.063906729221344, 0.936093270778656]","[0.02426343970000744, 0.9757365584373474]"
K_执行状态_计算机科学与技术,K_死锁检测_计算机科学与技术,1,"[0.13290318846702576, 0.8670968413352966]","[0.1730004847049713, 0.8269995450973511]"
K_可预测性_计算机科学与技术,K_概率_计算机科学与技术,1,"[0.5975809097290039, 0.4024190902709961]","[0.1656152307987213, 0.8343847393989563]"
K_顺序存储器_计算机科学与技术,K_存储分配_计算机科学与技术,1,"[0.04487799108028412, 0.9551219940185547]","[0.01635778695344925, 0.9836422204971313]"
K_中断系统_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.05713901296257973, 0.9428609609603882]","[0.008859069086611271, 0.9911408424377441]"
K_二进制信号_计算机科学与技术,K_伪码_计算机科学与技术,1,"[0.06917086243629456, 0.9308291673660278]","[0.11151036620140076, 0.8884896039962769]"
K_程序状态字_计算机科学与技术,K_通用操作系统_计算机科学与技术,1,"[0.028995664790272713, 0.9710043668746948]","[0.012594537809491158, 0.9874054789543152]"
K_外部中断_计算机科学与技术,K_调度策略_计算机科学与技术,1,"[0.013523018918931484, 0.9864770174026489]","[0.022773630917072296, 0.9772264361381531]"
K_硬件故障_计算机科学与技术,K_安全模式_计算机科学与技术,1,"[0.6068074107170105, 0.3931926190853119]","[0.47699663043022156, 0.5230034589767456]"
K_发送信号_计算机科学与技术,K_动态更新_计算机科学与技术,1,"[0.054880380630493164, 0.9451196193695068]","[0.014183370396494865, 0.9858165979385376]"
K_非法指令_计算机科学与技术,K_嵌入式控制器_计算机科学与技术,1,"[0.08692940324544907, 0.913070559501648]","[0.03130192309617996, 0.9686980843544006]"
K_大容量存储器_计算机科学与技术,K_存储分配_计算机科学与技术,1,"[0.02772952988743782, 0.9722704887390137]","[0.007525096647441387, 0.9924748539924622]"
K_载波侦听_计算机科学与技术,K_非对称数字用户线_计算机科学与技术,1,"[0.22215744853019714, 0.7778425216674805]","[0.09025996178388596, 0.9097400903701782]"
K_错误代码_计算机科学与技术,K_软中断_计算机科学与技术,1,"[0.031166862696409225, 0.9688331484794617]","[0.018684491515159607, 0.9813154935836792]"
K_硬件故障_计算机科学与技术,K_启动程序_计算机科学与技术,1,"[0.029699616134166718, 0.9703004360198975]","[0.011174228973686695, 0.988825798034668]"
K_逻辑地址空间_计算机科学与技术,K_内核服务_计算机科学与技术,1,"[0.01441105455160141, 0.9855889678001404]","[0.03004631958901882, 0.969953715801239]"
K_局域网络_计算机科学与技术,K_内部网关协议_计算机科学与技术,1,"[0.09347337484359741, 0.9065265655517578]","[0.0697886049747467, 0.9302113652229309]"
K_数字信息_计算机科学与技术,K_路由选择信息协议_计算机科学与技术,1,"[0.0339636355638504, 0.9660364389419556]","[0.009669250808656216, 0.990330696105957]"
K_禁止中断_计算机科学与技术,K_允许中断_计算机科学与技术,1,"[0.02603725902736187, 0.9739627242088318]","[0.06755203753709793, 0.9324479699134827]"
K_中断系统_计算机科学与技术,K_管理子系统_计算机科学与技术,1,"[0.05661429092288017, 0.9433857202529907]","[0.013567646965384483, 0.9864323139190674]"
K_面向连接的协议_计算机科学与技术,K_电话系统_计算机科学与技术,1,"[0.04211932420730591, 0.9578807353973389]","[0.026467910036444664, 0.9735320806503296]"
K_子程序调用指令_计算机科学与技术,K_系统调用表_计算机科学与技术,1,"[0.04489770531654358, 0.9551023244857788]","[0.021774649620056152, 0.9782253503799438]"
K_系统内核_计算机科学与技术,K_写访问_计算机科学与技术,1,"[0.06082539260387421, 0.9391746520996094]","[0.02662504091858864, 0.9733749628067017]"
K_开中断_计算机科学与技术,K_禁止中断_计算机科学与技术,1,"[0.01522744633257389, 0.9847725629806519]","[0.011321665719151497, 0.9886783361434937]"
K_操作命令_计算机科学与技术,K_错误代码_计算机科学与技术,1,"[0.019242551177740097, 0.980757474899292]","[0.006175075192004442, 0.9938249588012695]"
K_逻辑地址空间_计算机科学与技术,K_段式存储管理_计算机科学与技术,1,"[0.01243531797081232, 0.9875646829605103]","[0.044565923511981964, 0.9554340839385986]"
K_路由选择信息协议_计算机科学与技术,K_远程访问_计算机科学与技术,1,"[0.028660042211413383, 0.9713399410247803]","[0.022438470274209976, 0.9775615930557251]"
K_控制总线_计算机科学与技术,K_X86架构_计算机科学与技术,1,"[0.04750059172511101, 0.9524993896484375]","[0.014868323691189289, 0.9851316809654236]"
K_允许中断_计算机科学与技术,K_虚拟存储管理_计算机科学与技术,1,"[0.01415204256772995, 0.9858479499816895]","[0.013628030195832253, 0.9863719344139099]"
K_连接请求_计算机科学与技术,K_域名系统_计算机科学与技术,1,"[0.02807578258216381, 0.9719242453575134]","[0.03847213834524155, 0.9615278840065002]"
K_列地址_计算机科学与技术,K_变址寄存器_计算机科学与技术,1,"[0.12906086444854736, 0.8709391355514526]","[0.43123573064804077, 0.5687642693519592]"
K_中断服务程序_计算机科学与技术,K_处理器调度_计算机科学与技术,1,"[0.045991040766239166, 0.9540089964866638]","[0.056281331926584244, 0.943718671798706]"
K_系统中断_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.03298627957701683, 0.9670137166976929]","[0.015590513125061989, 0.9844094514846802]"
K_页帧_计算机科学与技术,K_系统中断_计算机科学与技术,1,"[0.06691920757293701, 0.933080792427063]","[0.023419957607984543, 0.976580023765564]"
K_中断机制_计算机科学与技术,K_死锁预防_计算机科学与技术,1,"[0.1020122766494751, 0.8979877233505249]","[0.14995411038398743, 0.850045919418335]"
K_目录结构_计算机科学与技术,K_中断系统_计算机科学与技术,1,"[0.021438907831907272, 0.9785610437393188]","[0.008203127421438694, 0.9917968511581421]"
K_互联网协议_计算机科学与技术,K_连接请求_计算机科学与技术,1,"[0.11702898889780045, 0.8829710483551025]","[0.11200772970914841, 0.887992262840271]"
K_数字信息_计算机科学与技术,K_共享文件_计算机科学与技术,1,"[0.1252497136592865, 0.8747502565383911]","[0.023136157542467117, 0.9768638610839844]"
K_中断控制_计算机科学与技术,K_数据流分析_计算机科学与技术,1,"[0.055330030620098114, 0.9446699619293213]","[0.005856716074049473, 0.9941433072090149]"
K_操作命令_计算机科学与技术,K_逻辑地址空间_计算机科学与技术,1,"[0.11047688871622086, 0.8895231485366821]","[0.06455757468938828, 0.9354423880577087]"
K_优先级控制_计算机科学与技术,K_嵌入式控制器_计算机科学与技术,1,"[0.06777005642652512, 0.9322299361228943]","[0.017330773174762726, 0.9826692342758179]"
K_允许中断_计算机科学与技术,K_协调机制_计算机科学与技术,1,"[0.02339937351644039, 0.9766006469726562]","[0.011914346367120743, 0.9880856275558472]"
K_外存储器_计算机科学与技术,K_虚拟盘_计算机科学与技术,1,"[0.01758098416030407, 0.9824190139770508]","[0.005478802137076855, 0.9945212006568909]"
K_储存空间_计算机科学与技术,K_随机存储器_计算机科学与技术,1,"[0.04442839324474335, 0.9555715322494507]","[0.008143527433276176, 0.9918564558029175]"
K_程序指令_计算机科学与技术,K_互操作_计算机科学与技术,1,"[0.03851557895541191, 0.961484432220459]","[0.006935722194612026, 0.993064284324646]"
K_活动分区_计算机科学与技术,K_测试驱动程序_计算机科学与技术,1,"[0.05100936442613602, 0.9489906430244446]","[0.017366882413625717, 0.982633113861084]"
K_二进制信号_计算机科学与技术,K_程序状态字寄存器_计算机科学与技术,1,"[0.022216519340872765, 0.9777834415435791]","[0.017187081277370453, 0.9828129410743713]"
K_二进制信号_计算机科学与技术,K_非法指令_计算机科学与技术,1,"[0.021570945158600807, 0.9784290790557861]","[0.01756034791469574, 0.9824396371841431]"
K_外部中断_计算机科学与技术,K_中断机制_计算机科学与技术,1,"[0.013489875942468643, 0.9865100979804993]","[0.01717117615044117, 0.9828288555145264]"
K_外存储器_计算机科学与技术,K_中断信号_计算机科学与技术,1,"[0.028759099543094635, 0.9712408781051636]","[0.0035215290263295174, 0.9964784979820251]"
K_循环冗余校验_计算机科学与技术,K_广播网络_计算机科学与技术,1,"[0.06689123064279556, 0.9331088066101074]","[0.42740893363952637, 0.5725910663604736]"
K_主存储器_计算机科学与技术,K_虚拟化技术_计算机科学与技术,1,"[0.01302328146994114, 0.9869767427444458]","[0.0014408028218895197, 0.9985592365264893]"
K_程序指令_计算机科学与技术,K_系统启动_计算机科学与技术,1,"[0.017957821488380432, 0.9820421934127808]","[0.002756913658231497, 0.9972430467605591]"
K_分区表_计算机科学与技术,K_虚拟存储管理_计算机科学与技术,1,"[0.006485100835561752, 0.993514895439148]","[0.0026998070534318686, 0.9973002076148987]"
K_文件分配_计算机科学与技术,K_死锁预防_计算机科学与技术,1,"[0.3103296458721161, 0.6896703839302063]","[0.35797882080078125, 0.6420211791992188]"
K_中断信号_计算机科学与技术,K_服务系统_计算机科学与技术,1,"[0.004666016902774572, 0.9953340291976929]","[0.0011262986809015274, 0.9988737106323242]"
K_互联网协议_计算机科学与技术,K_远程访问_计算机科学与技术,1,"[0.03574839234352112, 0.9642516374588013]","[0.004279755055904388, 0.9957202672958374]"
K_指令流_计算机科学与技术,K_指令缓存_计算机科学与技术,1,"[0.012257086113095284, 0.9877429008483887]","[0.002159058814868331, 0.9978408813476562]"
K_用户进程_计算机科学与技术,K_进程切换_计算机科学与技术,1,"[0.0460231676697731, 0.9539768099784851]","[0.12754100561141968, 0.8724589943885803]"
K_进程调度_计算机科学与技术,K_设备驱动程序_计算机科学与技术,1,"[0.08838273584842682, 0.9116172194480896]","[0.08596150577068329, 0.9140384793281555]"
K_进程创建_计算机科学与技术,K_程序转换_计算机科学与技术,1,"[0.08906961977481842, 0.9109303951263428]","[0.13377808034420013, 0.8662219047546387]"
K_软中断_计算机科学与技术,K_用户进程_计算机科学与技术,1,"[0.03540702164173126, 0.9645929336547852]","[0.0348580926656723, 0.9651418924331665]"
K_配置文件_计算机科学与技术,K_远程访问_计算机科学与技术,1,"[0.037749871611595154, 0.9622501134872437]","[0.017331674695014954, 0.9826682806015015]"
K_程序状态字寄存器_计算机科学与技术,K_就绪状态_计算机科学与技术,1,"[0.3062087595462799, 0.6937912106513977]","[0.09731370955705643, 0.902686357498169]"
K_存储分配_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.029708031564950943, 0.9702919721603394]","[0.018923319876194, 0.9810766577720642]"
K_控制线_计算机科学与技术,K_结束标志_计算机科学与技术,1,"[0.22588732838630676, 0.7741127014160156]","[0.08771011233329773, 0.9122898578643799]"
K_指令指针寄存器_计算机科学与技术,K_程序状态字寄存器_计算机科学与技术,1,"[0.018876422196626663, 0.9811235666275024]","[0.008313911035656929, 0.9916861057281494]"
K_系统中断_计算机科学与技术,K_中断优先级_计算机科学与技术,1,"[0.04124993830919266, 0.9587501287460327]","[0.01152070052921772, 0.9884792566299438]"
K_分时系统_计算机科学与技术,K_电话系统_计算机科学与技术,1,"[0.07037948817014694, 0.9296205639839172]","[0.22617757320404053, 0.7738224864006042]"
K_模拟环境_计算机科学与技术,K_交叉编译_计算机科学与技术,1,"[0.1625843644142151, 0.8374156951904297]","[0.12128430604934692, 0.8787157535552979]"
K_内存管理单元_计算机科学与技术,K_多进程_计算机科学与技术,1,"[0.05398952215909958, 0.946010410785675]","[0.052038200199604034, 0.9479617476463318]"
K_系统中断_计算机科学与技术,K_优先级控制_计算机科学与技术,1,"[0.033165451139211655, 0.966834545135498]","[0.006355647929012775, 0.9936443567276001]"
K_操作命令_计算机科学与技术,K_线程管理_计算机科学与技术,1,"[0.005226450972259045, 0.9947735071182251]","[0.0011705118231475353, 0.9988294839859009]"
K_程序指令_计算机科学与技术,K_引导扇区_计算机科学与技术,1,"[0.07224413752555847, 0.9277559518814087]","[0.013549579307436943, 0.9864503741264343]"
K_内核模块_计算机科学与技术,K_多处理器调度_计算机科学与技术,1,"[0.020029444247484207, 0.9799705743789673]","[0.011289115995168686, 0.988710880279541]"
K_控制线_计算机科学与技术,K_并发进程_计算机科学与技术,1,"[0.017895959317684174, 0.9821040630340576]","[0.004902616608887911, 0.9950973391532898]"
K_多处理器调度_计算机科学与技术,K_通用操作系统_计算机科学与技术,1,"[0.10153115540742874, 0.8984688520431519]","[0.07205057889223099, 0.9279494285583496]"
K_内部中断_计算机科学与技术,K_接口分析_计算机科学与技术,1,"[0.30805838108062744, 0.6919416189193726]","[0.0683652013540268, 0.931634783744812]"
K_应用环境_计算机科学与技术,K_重新安装_计算机科学与技术,1,"[0.2529323399066925, 0.7470676302909851]","[0.3593614101409912, 0.6406385898590088]"
K_指令指针寄存器_计算机科学与技术,K_管理文件_计算机科学与技术,1,"[0.009408475831151009, 0.9905915260314941]","[0.005344743840396404, 0.9946552515029907]"
K_协议数据单元_计算机科学与技术,K_互连网络_计算机科学与技术,1,"[0.04972679167985916, 0.9502731561660767]","[0.030525844544172287, 0.969474196434021]"
K_引导扇区_计算机科学与技术,K_内核空间_计算机科学与技术,1,"[0.32677799463272095, 0.673222005367279]","[0.10345965623855591, 0.8965403437614441]"
K_虚拟地址空间_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.019055182114243507, 0.9809447526931763]","[0.013654163107275963, 0.9863458275794983]"
K_控制线_计算机科学与技术,K_中断系统_计算机科学与技术,1,"[0.008601635694503784, 0.9913983345031738]","[0.0013957289047539234, 0.9986042976379395]"
K_开中断_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.012211743742227554, 0.9877883195877075]","[0.0010131450835615396, 0.9989868402481079]"
K_保护位_计算机科学与技术,K_快速以太网_计算机科学与技术,1,"[0.0407659187912941, 0.9592341184616089]","[0.011793235316872597, 0.9882067441940308]"
K_编译技术_计算机科学与技术,K_视窗操作系统_计算机科学与技术,1,"[0.04556377977132797, 0.9544362425804138]","[0.05655728280544281, 0.943442702293396]"
K_软中断_计算机科学与技术,K_管理文件_计算机科学与技术,1,"[0.027547936886548996, 0.9724521040916443]","[0.011611842550337315, 0.988388180732727]"
K_二进制编码_计算机科学与技术,K_外部中断_计算机科学与技术,1,"[0.022940989583730698, 0.977059006690979]","[0.007692650891840458, 0.9923074245452881]"
K_允许中断_计算机科学与技术,K_访问冲突_计算机科学与技术,1,"[0.06987103074789047, 0.9301289319992065]","[0.0640488862991333, 0.9359511137008667]"
K_中断机制_计算机科学与技术,K_调用程序_计算机科学与技术,1,"[0.01808789372444153, 0.9819121360778809]","[0.011195924133062363, 0.988804042339325]"
K_外存储器_计算机科学与技术,K_辅助存储器_计算机科学与技术,1,"[0.05400343984365463, 0.9459965229034424]","[0.022936878725886345, 0.9770631194114685]"
K_复位电路_计算机科学与技术,K_中断控制器_计算机科学与技术,1,"[0.013386156409978867, 0.9866138100624084]","[0.004448370076715946, 0.9955516457557678]"
K_多处理器调度_计算机科学与技术,K_分布式操作系统_计算机科学与技术,1,"[0.1376156508922577, 0.8623843789100647]","[0.07203185558319092, 0.9279681444168091]"
K_逻辑地址空间_计算机科学与技术,K_文件分配_计算机科学与技术,1,"[0.026364898309111595, 0.9736350774765015]","[0.08929920196533203, 0.910700798034668]"
K_可预测性_计算机科学与技术,K_几何分布_计算机科学与技术,1,"[0.21122346818447113, 0.7887765169143677]","[0.015579611994326115, 0.9844203591346741]"
K_选取_计算机科学与技术,K_计数排序_计算机科学与技术,1,"[0.9105421304702759, 0.08945788443088531]","[0.9330775737762451, 0.06692242622375488]"
K_允许中断_计算机科学与技术,K_内核服务_计算机科学与技术,1,"[0.022411763668060303, 0.9775882959365845]","[0.013401798903942108, 0.9865982532501221]"
K_调度策略_计算机科学与技术,K_分布式操作系统_计算机科学与技术,1,"[0.060631006956100464, 0.9393690228462219]","[0.03163465857505798, 0.9683653116226196]"
K_中断信号_计算机科学与技术,K_系统中断_计算机科学与技术,1,"[0.0064606256783008575, 0.9935393929481506]","[0.0025545519310981035, 0.9974454045295715]"
K_指令指针寄存器_计算机科学与技术,K_动态分配内存_计算机科学与技术,1,"[0.012990898452699184, 0.9870091080665588]","[0.00608488917350769, 0.9939150810241699]"
K_可预测性_计算机科学与技术,K_图搜索_计算机科学与技术,1,"[0.3187278211116791, 0.6812722086906433]","[0.14188000559806824, 0.8581199645996094]"
K_段式存储管理_计算机科学与技术,K_进程创建_计算机科学与技术,1,"[0.04975660890340805, 0.950243353843689]","[0.14749501645565033, 0.8525049686431885]"
K_变址寄存器_计算机科学与技术,K_虚拟内存_计算机科学与技术,1,"[0.010016338899731636, 0.9899836778640747]","[0.0015316454228013754, 0.9984683394432068]"
K_控制块_计算机科学与技术,K_动态分配内存_计算机科学与技术,1,"[0.03202960267663002, 0.9679703712463379]","[0.04999866336584091, 0.9500012993812561]"
K_文件控制块_计算机科学与技术,K_文件分配_计算机科学与技术,1,"[0.09933654963970184, 0.900663435459137]","[0.2907838225364685, 0.7092162370681763]"
K_系统内核_计算机科学与技术,K_访问权_计算机科学与技术,1,"[0.053388480097055435, 0.9466115236282349]","[0.0195007286965847, 0.980499267578125]"
K_管理文件_计算机科学与技术,K_FAT文件系统_计算机科学与技术,1,"[0.07394243776798248, 0.9260575771331787]","[0.03387223929166794, 0.9661277532577515]"
K_运行时间_计算机科学与技术,K_黑箱_计算机科学与技术,1,"[0.8187618851661682, 0.18123812973499298]","[0.9872635006904602, 0.012736442498862743]"
K_网络延时_计算机科学与技术,K_互连网络_计算机科学与技术,1,"[0.037508055567741394, 0.9624918699264526]","[0.03017900139093399, 0.9698209762573242]"
K_发送信号_计算机科学与技术,K_阻塞状态_计算机科学与技术,1,"[0.1344168782234192, 0.8655831217765808]","[0.01572336256504059, 0.9842766523361206]"
K_系统配置_计算机科学与技术,K_设备驱动程序_计算机科学与技术,1,"[0.027194973081350327, 0.9728050231933594]","[0.007340964861214161, 0.9926589727401733]"
K_处理流程_计算机科学与技术,K_软中断_计算机科学与技术,1,"[0.07780463993549347, 0.922195315361023]","[0.06424610316753387, 0.9357538819313049]"
K_冲突检测_计算机科学与技术,K_通用操作系统_计算机科学与技术,1,"[0.0239303857088089, 0.9760695695877075]","[0.01816805824637413, 0.981831967830658]"
K_段长度_计算机科学与技术,K_段表_计算机科学与技术,1,"[0.07159535586833954, 0.928404688835144]","[0.029584750533103943, 0.9704152941703796]"
K_进程创建_计算机科学与技术,K_并行编译_计算机科学与技术,1,"[0.03655440732836723, 0.9634455442428589]","[0.01764083281159401, 0.9823591709136963]"
K_内核空间_计算机科学与技术,K_静态分配_计算机科学与技术,1,"[0.024675531312823296, 0.9753245115280151]","[0.046121809631586075, 0.9538781642913818]"
K_中断系统_计算机科学与技术,K_优先级控制_计算机科学与技术,1,"[0.09575852751731873, 0.9042415022850037]","[0.04404710233211517, 0.9559529423713684]"
K_可预测性_计算机科学与技术,K_同步控制_计算机科学与技术,1,"[0.006984822917729616, 0.9930151700973511]","[0.0008005164563655853, 0.9991995096206665]"
K_控制块_计算机科学与技术,K_系统配置_计算机科学与技术,1,"[0.02804458886384964, 0.971955418586731]","[0.049743425101041794, 0.9502565264701843]"
K_编译技术_计算机科学与技术,K_并行编译_计算机科学与技术,1,"[0.05724482983350754, 0.9427551627159119]","[0.022110555320978165, 0.9778894186019897]"
K_时间效率_计算机科学与技术,K_允许中断_计算机科学与技术,1,"[0.09294144064188004, 0.9070585370063782]","[0.4072891175746918, 0.5927108526229858]"
K_系统配置_计算机科学与技术,K_文件子系统_计算机科学与技术,1,"[0.027777783572673798, 0.9722222685813904]","[0.0059875608421862125, 0.9940124154090881]"
K_段表_计算机科学与技术,K_编译技术_计算机科学与技术,1,"[0.009266447275876999, 0.9907335042953491]","[0.005707611329853535, 0.9942924380302429]"
K_储存空间_计算机科学与技术,K_文件控制块_计算机科学与技术,1,"[0.010105445981025696, 0.9898945689201355]","[0.0028680390678346157, 0.9971319437026978]"
K_控制总线_计算机科学与技术,K_指令功能_计算机科学与技术,1,"[0.03874621540307999, 0.961253821849823]","[0.008030125871300697, 0.9919698238372803]"
K_子程序调用指令_计算机科学与技术,K_同步控制_计算机科学与技术,1,"[0.029985353350639343, 0.9700146317481995]","[0.015531787648797035, 0.9844682216644287]"
K_路由选择信息协议_计算机科学与技术,K_路由聚合_计算机科学与技术,1,"[0.443569540977478, 0.556430459022522]","[0.4745837450027466, 0.5254162549972534]"
K_段表_计算机科学与技术,K_开中断_计算机科学与技术,1,"[0.009172390215098858, 0.9908275604248047]","[0.007173446007072926, 0.9928265810012817]"
K_大容量存储器_计算机科学与技术,K_高速缓存_计算机科学与技术,1,"[0.030872849747538567, 0.9691271781921387]","[0.010172921232879162, 0.9898270964622498]"
K_中断机制_计算机科学与技术,K_线程控制块_计算机科学与技术,1,"[0.014759236015379429, 0.9852408170700073]","[0.018634233623743057, 0.9813657999038696]"
K_程序状态_计算机科学与技术,K_重新执行_计算机科学与技术,1,"[0.07654712349176407, 0.9234528541564941]","[0.03675534948706627, 0.9632446765899658]"
K_调度程序_计算机科学与技术,K_进程创建_计算机科学与技术,1,"[0.09898681938648224, 0.9010131359100342]","[0.25778892636299133, 0.742211103439331]"
K_变址寄存器_计算机科学与技术,K_程序状态字寄存器_计算机科学与技术,1,"[0.020971426740288734, 0.979028582572937]","[0.0023188672494143248, 0.9976811408996582]"
K_缓存_计算机科学与技术,K_调用程序_计算机科学与技术,1,"[0.018261244520545006, 0.981738805770874]","[0.13714563846588135, 0.8628543019294739]"
K_分时系统_计算机科学与技术,K_调度策略_计算机科学与技术,1,"[0.13265982270240784, 0.8673401474952698]","[0.37592291831970215, 0.6240771412849426]"
K_调用程序_计算机科学与技术,K_内部程序_计算机科学与技术,1,"[0.07687120139598846, 0.9231287240982056]","[0.2277478575706482, 0.772252082824707]"
K_虚拟内存_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.042419351637363434, 0.9575806856155396]","[0.03499818220734596, 0.9650018215179443]"
K_操作命令_计算机科学与技术,K_执行系统_计算机科学与技术,1,"[0.004427490755915642, 0.9955725073814392]","[0.0014451155439019203, 0.9985548853874207]"
K_内核模块_计算机科学与技术,K_禁止中断_计算机科学与技术,1,"[0.019830267876386642, 0.9801697731018066]","[0.035473477095365524, 0.9645265340805054]"
K_代码优化_计算机科学与技术,K_管理文件_计算机科学与技术,1,"[0.04704517871141434, 0.952954888343811]","[0.03791765868663788, 0.9620823264122009]"
K_访问矩阵_计算机科学与技术,K_分时系统_计算机科学与技术,1,"[0.11482429504394531, 0.8851757049560547]","[0.04697573930025101, 0.9530242681503296]"
K_方波信号_计算机科学与技术,K_编解码器_计算机科学与技术,1,"[0.05871756374835968, 0.9412824511528015]","[0.037333011627197266, 0.9626669883728027]"
K_分时系统_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.0873132273554802, 0.912686824798584]","[0.04544690251350403, 0.9545530676841736]"
K_子程序调用指令_计算机科学与技术,K_测试驱动程序_计算机科学与技术,1,"[0.04829175025224686, 0.9517082571983337]","[0.019932996481657028, 0.9800670146942139]"
K_缺页_计算机科学与技术,K_软中断_计算机科学与技术,1,"[0.04901311919093132, 0.9509868621826172]","[0.05521506071090698, 0.944784939289093]"
K_冲突检测_计算机科学与技术,K_广播网络_计算机科学与技术,1,"[0.025019444525241852, 0.9749805927276611]","[0.0921378806233406, 0.9078621864318848]"
K_禁止中断_计算机科学与技术,K_程序状态_计算机科学与技术,1,"[0.059245072305202484, 0.9407549500465393]","[0.09266569465398788, 0.9073343276977539]"
K_指令指针寄存器_计算机科学与技术,K_访问冲突_计算机科学与技术,1,"[0.029697157442569733, 0.9703028202056885]","[0.01495145633816719, 0.9850485324859619]"
K_分区表_计算机科学与技术,K_文件组织_计算机科学与技术,1,"[0.01584419049322605, 0.9841558337211609]","[0.004685417748987675, 0.9953145980834961]"
K_解调器_计算机科学与技术,K_分时系统_计算机科学与技术,1,"[0.0755612850189209, 0.9244387149810791]","[0.033825308084487915, 0.9661746621131897]"
